Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) description,defectFixed,defectType,lifecycle:transition,numberRepairs,phoneType
1057,Inform User,System,1970/01/24 05:06:00.000,1970/01/24 05:06:00.000,Variant 26,26,Simulated process instance,,,complete,,
1057,Repair (Complex),SolverC2,1970/01/24 05:16:00.000,1970/01/24 05:30:00.000,Variant 26,26,Simulated process instance,,,complete,,
1057,Test Repair,Tester4,1970/01/24 05:30:00.000,1970/01/24 05:38:00.000,Variant 26,26,Simulated process instance,true,,complete,0,
1058,Register,System,1970/01/24 03:58:00.000,1970/01/24 03:58:00.000,Variant 51,51,Simulated process instance,,,complete,,
1058,Analyze Defect,Tester3,1970/01/24 03:58:00.000,1970/01/24 04:06:00.000,Variant 51,51,Simulated process instance,,5,complete,,T1
1058,Inform User,System,1970/01/24 04:23:00.000,1970/01/24 04:23:00.000,Variant 51,51,Simulated process instance,,,complete,,
1058,Repair (Simple),SolverS2,1970/01/24 04:31:00.000,1970/01/24 04:42:00.000,Variant 51,51,Simulated process instance,,,complete,,
1058,Test Repair,Tester1,1970/01/24 04:42:00.000,1970/01/24 04:50:00.000,Variant 51,51,Simulated process instance,false,,complete,1,
1058,Restart Repair,System,1970/01/24 04:57:00.000,1970/01/24 04:57:00.000,Variant 51,51,Simulated process instance,,,complete,,
1058,Repair (Complex),SolverC1,1970/01/24 04:57:00.000,1970/01/24 05:16:00.000,Variant 51,51,Simulated process instance,,,complete,,
1058,Test Repair,Tester6,1970/01/24 05:16:00.000,1970/01/24 05:25:00.000,Variant 51,51,Simulated process instance,true,,complete,1,
1059,Register,System,1970/01/24 05:04:00.000,1970/01/24 05:04:00.000,Variant 13,13,Simulated process instance,,,complete,,
1059,Analyze Defect,Tester5,1970/01/24 05:04:00.000,1970/01/24 05:11:00.000,Variant 13,13,Simulated process instance,,7,complete,,T2
1059,Repair (Complex),SolverC1,1970/01/24 05:25:00.000,1970/01/24 05:43:00.000,Variant 13,13,Simulated process instance,,,complete,,
1059,Test Repair,Tester6,1970/01/24 05:43:00.000,1970/01/24 05:50:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1059,Inform User,System,1970/01/24 05:59:00.000,1970/01/24 05:59:00.000,Variant 13,13,Simulated process instance,,,complete,,
106,Register,System,1970/01/03 22:58:00.000,1970/01/03 22:58:00.000,Variant 5,5,Simulated process instance,,,complete,,
106,Analyze Defect,Tester3,1970/01/03 22:58:00.000,1970/01/03 23:05:00.000,Variant 5,5,Simulated process instance,,4,complete,,T1
106,Repair (Simple),SolverS2,1970/01/03 23:10:00.000,1970/01/03 23:23:00.000,Variant 5,5,Simulated process instance,,,complete,,
106,Inform User,System,1970/01/03 23:20:00.000,1970/01/03 23:20:00.000,Variant 5,5,Simulated process instance,,,complete,,
106,Test Repair,Tester6,1970/01/03 23:23:00.000,1970/01/03 23:33:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
106,Archive Repair,System,1970/01/03 23:38:00.000,1970/01/03 23:38:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
1060,Register,System,1970/01/23 14:19:00.000,1970/01/23 14:19:00.000,Variant 13,13,Simulated process instance,,,complete,,
1060,Analyze Defect,Tester2,1970/01/23 14:19:00.000,1970/01/23 14:29:00.000,Variant 13,13,Simulated process instance,,6,complete,,T2
1060,Repair (Complex),SolverC1,1970/01/23 14:30:00.000,1970/01/23 14:45:00.000,Variant 13,13,Simulated process instance,,,complete,,
1060,Test Repair,Tester5,1970/01/23 14:45:00.000,1970/01/23 14:53:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1060,Inform User,System,1970/01/23 14:57:00.000,1970/01/23 14:57:00.000,Variant 13,13,Simulated process instance,,,complete,,
1061,Register,System,1970/01/24 05:07:00.000,1970/01/24 05:07:00.000,Variant 33,33,Simulated process instance,,,complete,,
1061,Analyze Defect,Tester6,1970/01/24 05:07:00.000,1970/01/24 05:13:00.000,Variant 33,33,Simulated process instance,,2,complete,,T3
1061,Repair (Simple),SolverS1,1970/01/24 05:18:00.000,1970/01/24 05:24:00.000,Variant 33,33,Simulated process instance,,,complete,,
1061,Test Repair,Tester2,1970/01/24 05:24:00.000,1970/01/24 05:30:00.000,Variant 33,33,Simulated process instance,false,,complete,1,
1061,Restart Repair,System,1970/01/24 05:40:00.000,1970/01/24 05:40:00.000,Variant 33,33,Simulated process instance,,,complete,,
1061,Repair (Simple),SolverS3,1970/01/24 05:40:00.000,1970/01/24 05:54:00.000,Variant 33,33,Simulated process instance,,,complete,,
1061,Inform User,System,1970/01/24 05:45:00.000,1970/01/24 05:45:00.000,Variant 33,33,Simulated process instance,,,complete,,
1061,Test Repair,Tester4,1970/01/24 05:54:00.000,1970/01/24 06:00:00.000,Variant 33,33,Simulated process instance,true,,complete,2,
1062,Register,System,1970/01/24 06:42:00.000,1970/01/24 06:42:00.000,Variant 12,12,Simulated process instance,,,complete,,
1062,Analyze Defect,Tester6,1970/01/24 06:42:00.000,1970/01/24 06:51:00.000,Variant 12,12,Simulated process instance,,5,complete,,T3
1062,Repair (Simple),SolverS2,1970/01/24 06:54:00.000,1970/01/24 07:06:00.000,Variant 12,12,Simulated process instance,,,complete,,
1062,Test Repair,Tester3,1970/01/24 07:06:00.000,1970/01/24 07:14:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1062,Inform User,System,1970/01/24 07:25:00.000,1970/01/24 07:25:00.000,Variant 12,12,Simulated process instance,,,complete,,
1063,Register,System,1970/01/22 20:57:00.000,1970/01/22 20:57:00.000,Variant 12,12,Simulated process instance,,,complete,,
1063,Analyze Defect,Tester3,1970/01/22 20:57:00.000,1970/01/22 21:05:00.000,Variant 12,12,Simulated process instance,,2,complete,,T1
1063,Repair (Simple),SolverS3,1970/01/22 21:11:00.000,1970/01/22 21:27:00.000,Variant 12,12,Simulated process instance,,,complete,,
1063,Test Repair,Tester2,1970/01/22 21:27:00.000,1970/01/22 21:35:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1063,Inform User,System,1970/01/22 21:50:00.000,1970/01/22 21:50:00.000,Variant 12,12,Simulated process instance,,,complete,,
1064,Register,System,1970/01/24 04:13:00.000,1970/01/24 04:13:00.000,Variant 13,13,Simulated process instance,,,complete,,
1064,Analyze Defect,Tester2,1970/01/24 04:13:00.000,1970/01/24 04:18:00.000,Variant 13,13,Simulated process instance,,7,complete,,T3
1064,Repair (Complex),SolverC1,1970/01/24 04:32:00.000,1970/01/24 04:43:00.000,Variant 13,13,Simulated process instance,,,complete,,
1064,Test Repair,Tester6,1970/01/24 04:43:00.000,1970/01/24 04:49:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1064,Inform User,System,1970/01/24 04:58:00.000,1970/01/24 04:58:00.000,Variant 13,13,Simulated process instance,,,complete,,
1065,Register,System,1970/01/23 20:10:00.000,1970/01/23 20:10:00.000,Variant 10,10,Simulated process instance,,,complete,,
1065,Analyze Defect,Tester3,1970/01/23 20:10:00.000,1970/01/23 20:19:00.000,Variant 10,10,Simulated process instance,,7,complete,,T1
1065,Repair (Complex),SolverC3,1970/01/23 20:25:00.000,1970/01/23 21:09:00.000,Variant 10,10,Simulated process instance,,,complete,,
1065,Inform User,System,1970/01/23 20:43:00.000,1970/01/23 20:43:00.000,Variant 10,10,Simulated process instance,,,complete,,
1065,Test Repair,Tester1,1970/01/23 21:09:00.000,1970/01/23 21:18:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1066,Register,System,1970/01/24 04:48:00.000,1970/01/24 04:48:00.000,Variant 21,21,Simulated process instance,,,complete,,
1066,Analyze Defect,Tester4,1970/01/24 04:48:00.000,1970/01/24 04:58:00.000,Variant 21,21,Simulated process instance,,3,complete,,T3
1066,Repair (Simple),SolverS2,1970/01/24 05:11:00.000,1970/01/24 05:22:00.000,Variant 21,21,Simulated process instance,,,complete,,
1066,Inform User,System,1970/01/24 05:22:00.000,1970/01/24 05:22:00.000,Variant 21,21,Simulated process instance,,,complete,,
1066,Test Repair,Tester4,1970/01/24 05:22:00.000,1970/01/24 05:28:00.000,Variant 21,21,Simulated process instance,true,,complete,1,
1067,Register,System,1970/01/24 06:13:00.000,1970/01/24 06:13:00.000,Variant 44,44,Simulated process instance,,,complete,,
1067,Analyze Defect,Tester3,1970/01/24 06:13:00.000,1970/01/24 06:20:00.000,Variant 44,44,Simulated process instance,,6,complete,,T1
1067,Repair (Simple),SolverS1,1970/01/24 06:39:00.000,1970/01/24 06:45:00.000,Variant 44,44,Simulated process instance,,,complete,,
1067,Test Repair,Tester3,1970/01/24 06:45:00.000,1970/01/24 06:53:00.000,Variant 44,44,Simulated process instance,false,,complete,1,
1067,Restart Repair,System,1970/01/24 06:58:00.000,1970/01/24 06:58:00.000,Variant 44,44,Simulated process instance,,,complete,,
1067,Repair (Complex),SolverC2,1970/01/24 06:58:00.000,1970/01/24 07:10:00.000,Variant 44,44,Simulated process instance,,,complete,,
1067,Inform User,System,1970/01/24 07:01:00.000,1970/01/24 07:01:00.000,Variant 44,44,Simulated process instance,,,complete,,
1067,Test Repair,Tester2,1970/01/24 07:10:00.000,1970/01/24 07:20:00.000,Variant 44,44,Simulated process instance,true,,complete,1,
1068,Register,System,1970/01/23 10:48:00.000,1970/01/23 10:48:00.000,Variant 12,12,Simulated process instance,,,complete,,
1068,Analyze Defect,Tester4,1970/01/23 10:48:00.000,1970/01/23 10:57:00.000,Variant 12,12,Simulated process instance,,4,complete,,T3
1068,Repair (Simple),SolverS2,1970/01/23 11:22:00.000,1970/01/23 11:34:00.000,Variant 12,12,Simulated process instance,,,complete,,
1068,Test Repair,Tester1,1970/01/23 11:34:00.000,1970/01/23 11:41:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1068,Inform User,System,1970/01/23 11:40:00.000,1970/01/23 11:40:00.000,Variant 12,12,Simulated process instance,,,complete,,
1069,Register,System,1970/01/24 02:00:00.000,1970/01/24 02:00:00.000,Variant 10,10,Simulated process instance,,,complete,,
1069,Analyze Defect,Tester3,1970/01/24 02:00:00.000,1970/01/24 02:08:00.000,Variant 10,10,Simulated process instance,,5,complete,,T2
1069,Repair (Complex),SolverC2,1970/01/24 02:34:00.000,1970/01/24 02:50:00.000,Variant 10,10,Simulated process instance,,,complete,,
1069,Inform User,System,1970/01/24 02:42:00.000,1970/01/24 02:42:00.000,Variant 10,10,Simulated process instance,,,complete,,
1069,Test Repair,Tester3,1970/01/24 02:50:00.000,1970/01/24 02:55:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
107,Register,System,1970/01/03 13:58:00.000,1970/01/03 13:58:00.000,Variant 5,5,Simulated process instance,,,complete,,
107,Analyze Defect,Tester3,1970/01/03 13:58:00.000,1970/01/03 14:05:00.000,Variant 5,5,Simulated process instance,,5,complete,,T3
107,Repair (Simple),SolverS3,1970/01/03 14:10:00.000,1970/01/03 14:28:00.000,Variant 5,5,Simulated process instance,,,complete,,
107,Inform User,System,1970/01/03 14:24:00.000,1970/01/03 14:24:00.000,Variant 5,5,Simulated process instance,,,complete,,
107,Test Repair,Tester1,1970/01/03 14:28:00.000,1970/01/03 14:34:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
107,Archive Repair,System,1970/01/03 14:43:00.000,1970/01/03 14:43:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
1070,Register,System,1970/01/23 12:58:00.000,1970/01/23 12:58:00.000,Variant 48,48,Simulated process instance,,,complete,,
1070,Analyze Defect,Tester3,1970/01/23 12:58:00.000,1970/01/23 13:06:00.000,Variant 48,48,Simulated process instance,,3,complete,,T3
1070,Inform User,System,1970/01/23 13:24:00.000,1970/01/23 13:24:00.000,Variant 48,48,Simulated process instance,,,complete,,
1070,Repair (Simple),SolverS1,1970/01/23 13:29:00.000,1970/01/23 13:34:00.000,Variant 48,48,Simulated process instance,,,complete,,
1070,Test Repair,Tester3,1970/01/23 13:34:00.000,1970/01/23 13:42:00.000,Variant 48,48,Simulated process instance,false,,complete,1,
1070,Restart Repair,System,1970/01/23 13:48:00.000,1970/01/23 13:48:00.000,Variant 48,48,Simulated process instance,,,complete,,
1070,Repair (Simple),SolverS1,1970/01/23 13:48:00.000,1970/01/23 13:53:00.000,Variant 48,48,Simulated process instance,,,complete,,
1070,Test Repair,Tester4,1970/01/23 13:53:00.000,1970/01/23 13:58:00.000,Variant 48,48,Simulated process instance,false,,complete,2,
1070,Restart Repair,System,1970/01/23 14:07:00.000,1970/01/23 14:07:00.000,Variant 48,48,Simulated process instance,,,complete,,
1070,Repair (Simple),SolverS2,1970/01/23 14:07:00.000,1970/01/23 14:19:00.000,Variant 48,48,Simulated process instance,,,complete,,
1070,Test Repair,Tester1,1970/01/23 14:19:00.000,1970/01/23 14:28:00.000,Variant 48,48,Simulated process instance,true,,complete,3,
1071,Register,System,1970/01/23 22:19:00.000,1970/01/23 22:19:00.000,Variant 21,21,Simulated process instance,,,complete,,
1071,Analyze Defect,Tester1,1970/01/23 22:19:00.000,1970/01/23 22:25:00.000,Variant 21,21,Simulated process instance,,1,complete,,T3
1071,Repair (Simple),SolverS2,1970/01/23 22:47:00.000,1970/01/23 22:56:00.000,Variant 21,21,Simulated process instance,,,complete,,
1071,Inform User,System,1970/01/23 22:55:00.000,1970/01/23 22:55:00.000,Variant 21,21,Simulated process instance,,,complete,,
1071,Test Repair,Tester1,1970/01/23 22:56:00.000,1970/01/23 23:01:00.000,Variant 21,21,Simulated process instance,true,,complete,1,
1072,Register,System,1970/01/23 03:10:00.000,1970/01/23 03:10:00.000,Variant 48,48,Simulated process instance,,,complete,,
1072,Analyze Defect,Tester2,1970/01/23 03:10:00.000,1970/01/23 03:18:00.000,Variant 48,48,Simulated process instance,,1,complete,,T3
1072,Inform User,System,1970/01/23 03:38:00.000,1970/01/23 03:38:00.000,Variant 48,48,Simulated process instance,,,complete,,
1072,Repair (Simple),SolverS1,1970/01/23 03:43:00.000,1970/01/23 03:48:00.000,Variant 48,48,Simulated process instance,,,complete,,
1072,Test Repair,Tester6,1970/01/23 03:48:00.000,1970/01/23 03:53:00.000,Variant 48,48,Simulated process instance,false,,complete,1,
1072,Restart Repair,System,1970/01/23 04:02:00.000,1970/01/23 04:02:00.000,Variant 48,48,Simulated process instance,,,complete,,
1072,Repair (Simple),SolverS1,1970/01/23 04:02:00.000,1970/01/23 04:09:00.000,Variant 48,48,Simulated process instance,,,complete,,
1072,Test Repair,Tester4,1970/01/23 04:09:00.000,1970/01/23 04:19:00.000,Variant 48,48,Simulated process instance,false,,complete,2,
1072,Restart Repair,System,1970/01/23 04:25:00.000,1970/01/23 04:25:00.000,Variant 48,48,Simulated process instance,,,complete,,
1072,Repair (Simple),SolverS3,1970/01/23 04:25:00.000,1970/01/23 04:37:00.000,Variant 48,48,Simulated process instance,,,complete,,
1072,Test Repair,Tester3,1970/01/23 04:37:00.000,1970/01/23 04:47:00.000,Variant 48,48,Simulated process instance,true,,complete,3,
1073,Register,System,1970/01/24 03:50:00.000,1970/01/24 03:50:00.000,Variant 13,13,Simulated process instance,,,complete,,
1073,Analyze Defect,Tester4,1970/01/24 03:50:00.000,1970/01/24 03:55:00.000,Variant 13,13,Simulated process instance,,7,complete,,T3
1073,Repair (Complex),SolverC1,1970/01/24 03:58:00.000,1970/01/24 04:08:00.000,Variant 13,13,Simulated process instance,,,complete,,
1073,Test Repair,Tester1,1970/01/24 04:08:00.000,1970/01/24 04:16:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1073,Inform User,System,1970/01/24 04:25:00.000,1970/01/24 04:25:00.000,Variant 13,13,Simulated process instance,,,complete,,
1074,Register,System,1970/01/23 05:13:00.000,1970/01/23 05:13:00.000,Variant 10,10,Simulated process instance,,,complete,,
1074,Analyze Defect,Tester6,1970/01/23 05:13:00.000,1970/01/23 05:21:00.000,Variant 10,10,Simulated process instance,,8,complete,,T2
1074,Repair (Complex),SolverC3,1970/01/23 05:24:00.000,1970/01/23 06:09:00.000,Variant 10,10,Simulated process instance,,,complete,,
1074,Inform User,System,1970/01/23 05:54:00.000,1970/01/23 05:54:00.000,Variant 10,10,Simulated process instance,,,complete,,
1074,Test Repair,Tester1,1970/01/23 06:09:00.000,1970/01/23 06:15:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1075,Register,System,1970/01/24 05:22:00.000,1970/01/24 05:22:00.000,Variant 13,13,Simulated process instance,,,complete,,
1075,Analyze Defect,Tester1,1970/01/24 05:22:00.000,1970/01/24 05:29:00.000,Variant 13,13,Simulated process instance,,9,complete,,T2
1075,Repair (Complex),SolverC2,1970/01/24 05:30:00.000,1970/01/24 05:40:00.000,Variant 13,13,Simulated process instance,,,complete,,
1075,Test Repair,Tester5,1970/01/24 05:40:00.000,1970/01/24 05:46:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1075,Inform User,System,1970/01/24 05:54:00.000,1970/01/24 05:54:00.000,Variant 13,13,Simulated process instance,,,complete,,
1076,Register,System,1970/01/23 18:02:00.000,1970/01/23 18:02:00.000,Variant 10,10,Simulated process instance,,,complete,,
1076,Analyze Defect,Tester2,1970/01/23 18:02:00.000,1970/01/23 18:11:00.000,Variant 10,10,Simulated process instance,,7,complete,,T1
1076,Repair (Complex),SolverC3,1970/01/23 18:24:00.000,1970/01/23 19:14:00.000,Variant 10,10,Simulated process instance,,,complete,,
1076,Inform User,System,1970/01/23 18:45:00.000,1970/01/23 18:45:00.000,Variant 10,10,Simulated process instance,,,complete,,
1076,Test Repair,Tester3,1970/01/23 19:14:00.000,1970/01/23 19:20:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1078,Register,System,1970/01/23 04:52:00.000,1970/01/23 04:52:00.000,Variant 43,43,Simulated process instance,,,complete,,
1078,Analyze Defect,Tester5,1970/01/23 04:52:00.000,1970/01/23 04:57:00.000,Variant 43,43,Simulated process instance,,2,complete,,T1
1078,Repair (Simple),SolverS1,1970/01/23 04:59:00.000,1970/01/23 05:04:00.000,Variant 43,43,Simulated process instance,,,complete,,
1078,Test Repair,Tester1,1970/01/23 05:04:00.000,1970/01/23 05:10:00.000,Variant 43,43,Simulated process instance,false,,complete,1,
1078,Restart Repair,System,1970/01/23 05:17:00.000,1970/01/23 05:17:00.000,Variant 43,43,Simulated process instance,,,complete,,
1078,Repair (Simple),SolverS2,1970/01/23 05:17:00.000,1970/01/23 05:31:00.000,Variant 43,43,Simulated process instance,,,complete,,
1078,Test Repair,Tester2,1970/01/23 05:31:00.000,1970/01/23 05:39:00.000,Variant 43,43,Simulated process instance,true,,complete,2,
1078,Inform User,System,1970/01/23 05:39:00.000,1970/01/23 05:39:00.000,Variant 43,43,Simulated process instance,,,complete,,
1079,Register,System,1970/01/23 02:29:00.000,1970/01/23 02:29:00.000,Variant 10,10,Simulated process instance,,,complete,,
1079,Analyze Defect,Tester3,1970/01/23 02:29:00.000,1970/01/23 02:36:00.000,Variant 10,10,Simulated process instance,,8,complete,,T2
1079,Repair (Complex),SolverC3,1970/01/23 02:52:00.000,1970/01/23 03:41:00.000,Variant 10,10,Simulated process instance,,,complete,,
1079,Inform User,System,1970/01/23 02:54:00.000,1970/01/23 02:54:00.000,Variant 10,10,Simulated process instance,,,complete,,
1079,Test Repair,Tester3,1970/01/23 03:41:00.000,1970/01/23 03:51:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
108,Register,System,1970/01/04 17:12:00.000,1970/01/04 17:12:00.000,Variant 1,1,Simulated process instance,,,complete,,
108,Analyze Defect,Tester3,1970/01/04 17:12:00.000,1970/01/04 17:19:00.000,Variant 1,1,Simulated process instance,,7,complete,,T1
108,Repair (Complex),SolverC3,1970/01/04 17:27:00.000,1970/01/04 18:07:00.000,Variant 1,1,Simulated process instance,,,complete,,
108,Inform User,System,1970/01/04 17:35:00.000,1970/01/04 17:35:00.000,Variant 1,1,Simulated process instance,,,complete,,
108,Test Repair,Tester1,1970/01/04 18:07:00.000,1970/01/04 18:13:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
108,Archive Repair,System,1970/01/04 18:20:00.000,1970/01/04 18:20:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
1080,Register,System,1970/01/23 14:25:00.000,1970/01/23 14:25:00.000,Variant 26,26,Simulated process instance,,,complete,,
1080,Analyze Defect,Tester3,1970/01/23 14:25:00.000,1970/01/23 14:34:00.000,Variant 26,26,Simulated process instance,,9,complete,,T1
1080,Inform User,System,1970/01/23 14:54:00.000,1970/01/23 14:54:00.000,Variant 26,26,Simulated process instance,,,complete,,
1080,Repair (Complex),SolverC2,1970/01/23 14:58:00.000,1970/01/23 15:18:00.000,Variant 26,26,Simulated process instance,,,complete,,
1080,Test Repair,Tester2,1970/01/23 15:18:00.000,1970/01/23 15:24:00.000,Variant 26,26,Simulated process instance,true,,complete,0,
1081,Register,System,1970/01/24 00:29:00.000,1970/01/24 00:29:00.000,Variant 13,13,Simulated process instance,,,complete,,
1081,Analyze Defect,Tester1,1970/01/24 00:29:00.000,1970/01/24 00:39:00.000,Variant 13,13,Simulated process instance,,7,complete,,T2
1081,Repair (Complex),SolverC2,1970/01/24 00:55:00.000,1970/01/24 01:15:00.000,Variant 13,13,Simulated process instance,,,complete,,
1081,Test Repair,Tester2,1970/01/24 01:15:00.000,1970/01/24 01:20:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1081,Inform User,System,1970/01/24 01:25:00.000,1970/01/24 01:25:00.000,Variant 13,13,Simulated process instance,,,complete,,
1082,Register,System,1970/01/24 04:31:00.000,1970/01/24 04:31:00.000,Variant 44,44,Simulated process instance,,,complete,,
1082,Analyze Defect,Tester5,1970/01/24 04:31:00.000,1970/01/24 04:37:00.000,Variant 44,44,Simulated process instance,,6,complete,,T1
1082,Repair (Simple),SolverS1,1970/01/24 04:53:00.000,1970/01/24 05:00:00.000,Variant 44,44,Simulated process instance,,,complete,,
1082,Test Repair,Tester2,1970/01/24 05:00:00.000,1970/01/24 05:09:00.000,Variant 44,44,Simulated process instance,false,,complete,1,
1082,Restart Repair,System,1970/01/24 05:15:00.000,1970/01/24 05:15:00.000,Variant 44,44,Simulated process instance,,,complete,,
1082,Repair (Complex),SolverC3,1970/01/24 05:15:00.000,1970/01/24 05:59:00.000,Variant 44,44,Simulated process instance,,,complete,,
1082,Inform User,System,1970/01/24 05:25:00.000,1970/01/24 05:25:00.000,Variant 44,44,Simulated process instance,,,complete,,
1082,Test Repair,Tester1,1970/01/24 05:59:00.000,1970/01/24 06:06:00.000,Variant 44,44,Simulated process instance,true,,complete,1,
1083,Register,System,1970/01/23 19:23:00.000,1970/01/23 19:23:00.000,Variant 10,10,Simulated process instance,,,complete,,
1083,Analyze Defect,Tester3,1970/01/23 19:23:00.000,1970/01/23 19:32:00.000,Variant 10,10,Simulated process instance,,8,complete,,T2
1083,Repair (Complex),SolverC2,1970/01/23 19:34:00.000,1970/01/23 19:52:00.000,Variant 10,10,Simulated process instance,,,complete,,
1083,Inform User,System,1970/01/23 19:48:00.000,1970/01/23 19:48:00.000,Variant 10,10,Simulated process instance,,,complete,,
1083,Test Repair,Tester4,1970/01/23 19:52:00.000,1970/01/23 20:00:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1084,Register,System,1970/01/24 00:22:00.000,1970/01/24 00:22:00.000,Variant 10,10,Simulated process instance,,,complete,,
1084,Analyze Defect,Tester4,1970/01/24 00:22:00.000,1970/01/24 00:31:00.000,Variant 10,10,Simulated process instance,,7,complete,,T3
1084,Repair (Complex),SolverC1,1970/01/24 00:51:00.000,1970/01/24 01:07:00.000,Variant 10,10,Simulated process instance,,,complete,,
1084,Inform User,System,1970/01/24 01:03:00.000,1970/01/24 01:03:00.000,Variant 10,10,Simulated process instance,,,complete,,
1084,Test Repair,Tester1,1970/01/24 01:07:00.000,1970/01/24 01:12:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1085,Register,System,1970/01/24 03:02:00.000,1970/01/24 03:02:00.000,Variant 52,52,Simulated process instance,,,complete,,
1085,Analyze Defect,Tester1,1970/01/24 03:02:00.000,1970/01/24 03:09:00.000,Variant 52,52,Simulated process instance,,4,complete,,T3
1085,Repair (Simple),SolverS2,1970/01/24 03:26:00.000,1970/01/24 03:38:00.000,Variant 52,52,Simulated process instance,,,complete,,
1085,Test Repair,Tester2,1970/01/24 03:38:00.000,1970/01/24 03:46:00.000,Variant 52,52,Simulated process instance,false,,complete,1,
1085,Restart Repair,System,1970/01/24 03:55:00.000,1970/01/24 03:55:00.000,Variant 52,52,Simulated process instance,,,complete,,
1085,Repair (Simple),SolverS2,1970/01/24 03:55:00.000,1970/01/24 04:03:00.000,Variant 52,52,Simulated process instance,,,complete,,
1085,Inform User,System,1970/01/24 03:59:00.000,1970/01/24 03:59:00.000,Variant 52,52,Simulated process instance,,,complete,,
1085,Test Repair,Tester2,1970/01/24 04:03:00.000,1970/01/24 04:10:00.000,Variant 52,52,Simulated process instance,false,,complete,2,
1085,Restart Repair,System,1970/01/24 04:15:00.000,1970/01/24 04:15:00.000,Variant 52,52,Simulated process instance,,,complete,,
1085,Repair (Simple),SolverS3,1970/01/24 04:15:00.000,1970/01/24 04:27:00.000,Variant 52,52,Simulated process instance,,,complete,,
1085,Test Repair,Tester3,1970/01/24 04:27:00.000,1970/01/24 04:32:00.000,Variant 52,52,Simulated process instance,true,,complete,3,
1089,Register,System,1970/01/23 20:04:00.000,1970/01/23 20:04:00.000,Variant 13,13,Simulated process instance,,,complete,,
1089,Analyze Defect,Tester2,1970/01/23 20:04:00.000,1970/01/23 20:12:00.000,Variant 13,13,Simulated process instance,,10,complete,,T1
1089,Repair (Complex),SolverC1,1970/01/23 20:22:00.000,1970/01/23 20:34:00.000,Variant 13,13,Simulated process instance,,,complete,,
1089,Test Repair,Tester1,1970/01/23 20:34:00.000,1970/01/23 20:40:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1089,Inform User,System,1970/01/23 21:00:00.000,1970/01/23 21:00:00.000,Variant 13,13,Simulated process instance,,,complete,,
109,Register,System,1970/01/03 10:10:00.000,1970/01/03 10:10:00.000,Variant 27,27,Simulated process instance,,,complete,,
109,Analyze Defect,Tester6,1970/01/03 10:10:00.000,1970/01/03 10:15:00.000,Variant 27,27,Simulated process instance,,6,complete,,T3
109,Repair (Simple),SolverS2,1970/01/03 10:36:00.000,1970/01/03 10:45:00.000,Variant 27,27,Simulated process instance,,,complete,,
109,Test Repair,Tester5,1970/01/03 10:45:00.000,1970/01/03 10:52:00.000,Variant 27,27,Simulated process instance,false,,complete,1,
109,Inform User,System,1970/01/03 10:57:00.000,1970/01/03 10:57:00.000,Variant 27,27,Simulated process instance,,,complete,,
109,Restart Repair,System,1970/01/03 11:01:00.000,1970/01/03 11:01:00.000,Variant 27,27,Simulated process instance,,,complete,,
109,Repair (Simple),SolverS1,1970/01/03 11:01:00.000,1970/01/03 11:06:00.000,Variant 27,27,Simulated process instance,,,complete,,
109,Test Repair,Tester3,1970/01/03 11:06:00.000,1970/01/03 11:14:00.000,Variant 27,27,Simulated process instance,false,,complete,2,
109,Restart Repair,System,1970/01/03 11:21:00.000,1970/01/03 11:21:00.000,Variant 27,27,Simulated process instance,,,complete,,
109,Repair (Complex),SolverC2,1970/01/03 11:21:00.000,1970/01/03 11:39:00.000,Variant 27,27,Simulated process instance,,,complete,,
109,Test Repair,Tester5,1970/01/03 11:39:00.000,1970/01/03 11:46:00.000,Variant 27,27,Simulated process instance,true,,complete,2,
109,Archive Repair,System,1970/01/03 11:53:00.000,1970/01/03 11:53:00.000,Variant 27,27,Simulated process instance,true,,complete,2,
1091,Register,System,1970/01/23 11:06:00.000,1970/01/23 11:06:00.000,Variant 21,21,Simulated process instance,,,complete,,
